gladly_id,bosapin_handle,shopify_question,gladly_question,shopify_answer,gladly_answer,updated_time
xOhjbnoJSI-nbOwJImjjMw,livraison-question-2,Quelles sont les dates de livraison?,Quelles sont les dates de livraison?,"<p>Nous livrons toutes les fins de semaine du 19 novembre au 18 décembre inclusivement. Par contre, vous pourrez commander votre arbre à partir du 15 septembre pour vous assurer un plus grand choix. Notez également que les dates de livraison varient d'un secteur à un autre. Dès l'ouverture des ventes, vous pourrez voir les dates de livraison disponibles pour votre secteur dans votre panier d'achat. </p>","<div>Nous livrons toutes les fins de semaine du 19 novembre au 18 décembre inclusivement. Par contre, vous pourrez commander votre arbre à partir du 15 septembre pour vous assurer un plus grand choix. Notez également que les dates de livraison varient d&#39;un secteur à un autre. Dès l&#39;ouverture des ventes, vous pourrez voir les dates de livraison disponibles pour votre secteur dans votre panier d&#39;achat.</div>",2025-06-29 22:30:39.561167
2QRpXrl4QVKX-W_vkI-AzQ,LIV-13,Est-ce que le livreur installe le sapin?,Est-ce que le livreur installe le sapin?,"<p>Oui, le livreur installe le sapin dans son pied à condition que votre salon soit prêt à l'accueillir. Un bon pied fait toute la différence! Pour vous procurez le vôtre, <a href=""/products/pied-a-sapin"" title=""Pied à sapin"">cliquez ici</a>.  </p>","<div>Oui, le livreur installe le sapin dans son pied à condition que votre salon soit prêt à l&#39;accueillir. Un bon pied fait toute la différence! Pour vous procurez le vôtre, <a href=""https://www.bosapin.com/products/pied-a-sapin"" rel=""noopener noreferrer nofollow"" target=""_blank"">cliquez ici</a>.</div>",2025-06-29 22:30:39.561167
hPSG3wioSPSjHqxTNG-8sw,liv-an-dernier-oui,"L'an dernier, j'ai été livré et cette année le système me dit qu'il n'y a pas de livraison dans mon secteur.","L'an dernier, j'ai été livré et cette année le système me dit qu'il n'y a pas de livraison dans mon secteur.","<p>Chaque année, nous optimisons nos routes en fonction de la demande dans les différents secteurs. Pour vérifier si la livraison est offerte pour votre adresse, <a href=""/pages/zones-desservies"" title=""/pages/zones-desservies"">consultez la carte</a> et utilisez notre validateur de codes postaux. Si votre adresse ne fait pas partie de la zone desservie, nous sommes désolés, mais nous ne pourrons pas vous livrer cette année. Vous pouvez tout de même nous indiquer votre intérêt via le <a href=""/pages/contact?question=vous-ne-livrez-plus-ou-pas-dans-mon-secteur"" title=""/pages/contact?question=vous-ne-livrez-plus-ou-pas-dans-mon-secteur"">formulaire de contact</a> et qui sait, peut-être que l'an prochain les soldats de bois seront de retour dans votre secteur!</p>","<div>Chaque année, nous optimisons nos routes en fonction de la demande dans les différents secteurs. Pour vérifier si la livraison est offerte pour votre adresse, <a href=""https://www.bosapin.com/pages/zones-desservies"" rel=""noopener noreferrer nofollow"" target=""_blank"">consultez la carte</a> et utilisez notre validateur de codes postaux. Si votre adresse ne fait pas partie de la zone desservie, nous sommes désolés, mais nous ne pourrons pas vous livrer cette année. Vous pouvez tout de même nous indiquer votre intérêt via le <a href=""https://www.bosapin.com/pages/contact?question=vous-ne-livrez-plus-ou-pas-dans-mon-secteur"" rel=""noopener noreferrer nofollow"" target=""_blank"">formulaire de contact</a> et qui sait, peut-être que l&#39;an prochain les soldats de bois seront de retour dans votre secteur!</div>",2025-06-29 22:30:39.561167
tBxRoUKwTNiy60na4yj91g,liv-presence,Est-ce que je dois être à la maison la journée de la livraison?,Est-ce que je dois être à la maison la journée de la livraison?,"<p>Si vous êtes absents et que vous avez payé avec une carte de crédit, le livreur laissera votre commande sur votre perron, sauf indication contraire. Vous pouvez laisser une note de livraison en passant votre commande pour donner des précisions au livreur. Vous souhaitez ajouter une note de livraison à votre commande? Accéder à votre commande à partir de votre compte client ou de votre courriel de confirmation de commande, ajouter une note et cliquer sur Modifier ma livraison.<br/><br/>Si vous payez à la réception, vous devrez être là pour remettre le montant d'argent. Le livreur ne pourra pas laisser un arbre non payé à votre porte. Vous avez choisi le paiement sur réception, mais avez changé d'idée et souhaitez payer maintenant? Veuillez nous contacter par téléphone au 1-855-434-3520 et avoir en main vos informations de paiement. </p>","<div>Si vous êtes absents et que vous avez payé avec une carte de crédit, le livreur laissera votre commande sur votre perron, sauf indication contraire. Vous pouvez laisser une note de livraison en passant votre commande pour donner des précisions au livreur. Vous souhaitez ajouter une note de livraison à votre commande? Accéder à votre commande à partir de votre compte client ou de votre courriel de confirmation de commande, ajouter une note et cliquer sur Modifier ma livraison.<br/>​</div><div><br/></div><div>Si vous payez à la réception, vous devrez être là pour remettre le montant d&#39;argent. Le livreur ne pourra pas laisser un arbre non payé à votre porte. Vous avez choisi le paiement sur réception, mais avez changé d&#39;idée et souhaitez payer maintenant? Veuillez nous contacter par téléphone au 1-855-434-3520 et avoir en main vos informations de paiement.</div>",2025-06-29 22:30:39.561167
LYtNYdN3QRCN_coTJv38pQ,liv-pas beaucoup-date,Pourquoi je ne peux pas choisir une date de livraison plus tôt?,Pourquoi je ne peux pas choisir une date de livraison plus tôt?,"<p>Lorsque les routes des soldats de bois sont tracées ou lorsqu’une journée est remplie, cette date n'est pas disponible.</p>","<div>Lorsque les routes des soldats de bois sont tracées ou lorsqu’une journée est remplie, cette date n&#39;est pas disponible.</div>",2025-06-29 22:30:39.561167
-ivCpOEvSdK9bY7qoiZ72A,liv-autre-date,"Les dates de livraisons ne me vont pas, y en aura-t-il d'autres plus tard?","Les dates de livraisons ne me vont pas, y en aura-t-il d'autres plus tard?","<p>Non, toutes les dates disponibles pour la saison sont déjà affichées sur le site.</p>","<div>Non, toutes les dates disponibles pour la saison sont déjà affichées sur le site.</div>",2025-06-29 22:30:39.561167
jUYY02xBSHaUjijMI-XjDg,liv-modification,Comment puis-je modifier ma date de livraison?,Comment puis-je modifier ma date de livraison?,"<p>Vous pouvez changer votre date de livraison jusqu'à ce que notre logiciel de livraison ait tracé les itinéraires de nos soldats de bois. Pour ce faire, accéder à votre commande à partir de votre compte client ou à partir de votre courriel de confirmation de commande. Choisissez une nouvelle date de livraison et cliquez sur Modifier la commande. Remarquez que si votre date de livraison est trop rapprochée, il ne sera pas possible de changer vous-mêmes votre date de livraison. Veuillez alors nous contactez via le <a href=""/pages/contact?question=je-veux-modifier-ma-date-de-livraison"" title=""/pages/contact?question=je-veux-modifier-ma-date-de-livraison"">formulaire de contact</a> pour prendre arrangement au besoin. </p>","<div>Vous pouvez changer votre date de livraison jusqu&#39;à ce que notre logiciel de livraison ait tracé les itinéraires de nos soldats de bois. Pour ce faire, accéder à votre commande à partir de votre compte client ou à partir de votre courriel de confirmation de commande. Choisissez une nouvelle date de livraison et cliquez sur Modifier la commande. Remarquez que si votre date de livraison est trop rapprochée, il ne sera pas possible de changer vous-mêmes votre date de livraison. Veuillez alors nous contactez via le <a href=""https://www.bosapin.com/pages/contact?question=je-veux-modifier-ma-date-de-livraison"" rel=""noopener noreferrer nofollow"" target=""_blank"">formulaire de contact</a> pour prendre arrangement au besoin.</div>",2025-06-29 22:30:39.561167
gVm_38kyQuGFxWmY8_3CZw,liv-trouve-plus-ma-date,Quoi faire si je ne me rappelle plus de ma date de livraison?,Quoi faire si je ne me rappelle plus de ma date de livraison?,<p>Votre date de livraison est indiquée dans le courriel de confirmation que nous vous avons envoyé suite à votre commande. Elle est également indiquée dans votre compte client.</p>,<div>Votre date de livraison est indiquée dans le courriel de confirmation que nous vous avons envoyé suite à votre commande. Elle est également indiquée dans votre compte client.</div>,2025-06-29 22:30:39.561167
kUIN-JJSSLmGxGks1LVDkA,liv-choisir-mon-heure,Est-il possible de choisir l'heure de livraison?,Est-il possible de choisir l'heure de livraison?,"<p>La <strong>livraison Standard</strong>, offerte à 5$, permet de garantir la journée de la livraison, mais ne permet pas de choisir l'heure de celle-ci. Cependant, veuillez noter que les livraisons se déroulent de 8h à 21h, bien que nous tentons de terminer nos livraisons avant 20h. Une fois les routes de nos soldats de bois tracées, vous recevrez un courriel vous indiquant une plage horaire approximative pour la livraison de votre sapin. L'option de <strong>livraison Flex</strong>, qui est disponible seulement dans certains secteurs, vous permet de choisir une plage de 4h durant laquelle aura lieu la livraison, moyennant un supplément de 10$.</p>","<div>La livraison Standard, offerte à 5$, permet de garantir la journée de la livraison, mais ne permet pas de choisir l&#39;heure de celle-ci. Cependant, veuillez noter que les livraisons se déroulent de 8h à 21h, bien que nous tentons de terminer nos livraisons avant 20h. Une fois les routes de nos soldats de bois tracées, vous recevrez un courriel vous indiquant une plage horaire approximative pour la livraison de votre sapin. L&#39;option de livraison Flex, qui est disponible seulement dans certains secteurs, vous permet de choisir une plage de 4h durant laquelle aura lieu la livraison, moyennant un supplément de 10$.</div>",2025-06-29 22:30:39.561167
vLJBG1-0T1-lEGHGZQMAOA,liv-chamgement-heure,Puis-je changer mon heure de livraison une fois qu'elle m'a été remise?,Puis-je changer mon heure de livraison une fois qu'elle m'a été remise?,"<p>Notre logiciel de livraison trace les itinéraires de nos soldats de bois en fonction des autres livraisons de la journée. Il est donc difficile de changer les heures de livraison sans bousculer le reste de la route de nos soldats de bois. Si vous ne pouvez pas être présent, nous pouvons laisser votre commande sur place si celle-ci est payée à l'avance. Vous pouvez également indiquer une note au livreur si vous désirez qu'il dépose vos articles à un endroit précis. </p>","<div>Notre logiciel de livraison trace les itinéraires de nos soldats de bois en fonction des autres livraisons de la journée. Il est donc difficile de changer les heures de livraison sans bousculer le reste de la route de nos soldats de bois. Si vous ne pouvez pas être présent, nous pouvons laisser votre commande sur place si celle-ci est payée à l&#39;avance. Vous pouvez également indiquer une note au livreur si vous désirez qu&#39;il dépose vos articles à un endroit précis.</div>",2025-06-29 22:30:39.561167
Tw9sfv5BTIudgkUWND4prw,liv-pas-recu-mon-heure,"Je suis supposé recevoir mon sapin en fin de semaine, mais je n'ai pas reçu l'heure de livraison","Je suis supposé recevoir mon sapin en fin de semaine, mais je n'ai pas reçu l'heure de livraison","<p>Lorsque notre logiciel de livraison a tracé les routes de nos soldats de bois, nous vous envoyons un courriel pour vous indiquer la plage horaire approximative durant laquelle aura lieu votre livraison. Vous recevrez ce courriel envrion 2 jours avant la date de votre livaison. Veuillez donc vérifier vos courriels incluant votre boite d'indésirables. Vous devriez avoir reçu un courriel de la part : info@bosapin.com. Si jamais, vous ne l'avez pas reçu, contactez-nous via le <a href=""/pages/contact?question=je-nai-pas-recu-lheure-de-ma-livraison"" title=""/pages/contact?question=je-nai-pas-recu-lheure-de-ma-livraison"">formulaire de contact.</a></p>","<div>Lorsque notre logiciel de livraison a tracé les routes de nos soldats de bois, nous vous envoyons un courriel pour vous indiquer la plage horaire approximative durant laquelle aura lieu votre livraison. Vous recevrez ce courriel envrion 2 jours avant la date de votre livaison. Veuillez donc vérifier vos courriels incluant votre boite d&#39;indésirables. Vous devriez avoir reçu un courriel de la part : info@bosapin.com. Si jamais, vous ne l&#39;avez pas reçu, contactez-nous via le <a href=""https://www.bosapin.com/pages/contact?question=je-nai-pas-recu-lheure-de-ma-livraison"" rel=""noopener noreferrer nofollow"" target=""_blank"">formulaire de contact</a>.</div>",2025-06-29 22:30:39.561167
cnXCZREtSeic-RgnRmmMiQ,liv-installation-exterieur,Faites-vous l'installation extérieure?,Faites-vous l'installation extérieure?,"<p>Non, car lorsqu'un sapin est installé à l'extérieur, le support régulier n'est pas suffisant. Vous devrez ajouter des sangles ou des cordes afin de retenir le sapin lors de grands vents et ces équipements ne sont pas fournis avec le sapin.</p>","<div>Non, car lorsqu&#39;un sapin est installé à l&#39;extérieur, le support régulier n&#39;est pas suffisant. Vous devrez ajouter des sangles ou des cordes afin de retenir le sapin lors de grands vents et ces équipements ne sont pas fournis avec le sapin.</div>",2025-06-29 22:30:39.561167
8qARB3JmQ0y9EDFLmWj-7A,sav-sapin-sorte,Quoi faire si je n'ai pas reçu la bonne sorte de sapin?,Quoi faire si je n'ai pas reçu la bonne sorte de sapin?,"<p>Si vous avez reçu un sapin, mais que vous n'avez pas reçu la bonne sorte ou la bonne qualité de sapin, vous avez 1 semaine suite à la réception de votre arbre pour nous contacter via le <a href=""/pages/contact?question=jai-un-probleme-avec-mon-sapin"" title=""/pages/contact?question=jai-un-probleme-avec-mon-sapin"">formulaire de contact</a>. Nous vous reviendrons ensuite rapidement pour prendre un arrangement avec vous. Assurez-vous de joindre à votre message des photos du sapin. </p>","<div>Si vous avez reçu un sapin, mais que vous n&#39;avez pas reçu la bonne sorte ou la bonne qualité de sapin, vous avez 1 semaine suite à la réception de votre arbre pour nous contacter via le <a href=""https://www.bosapin.com/pages/contact?question=jai-un-probleme-avec-mon-sapin"" rel=""noopener noreferrer nofollow"" target=""_blank"">formulaire de contact</a>. Nous vous reviendrons ensuite rapidement pour prendre un arrangement avec vous. Assurez-vous de joindre à votre message des photos du sapin.</div>",2025-06-29 22:30:39.561167
WOiyw_AiTeSfvlNl5hryWw,liv-pourboire,Dois-je laisser du pourboire au livreur?,Dois-je laisser du pourboire au livreur?,"<p>Le pourboire est à votre discrétion. À vous de déterminer si vous désirez en laisser et selon l'ampleur du service demandé (si vous demandez au livreur de monter le sapin au 5e étage, si vous désirez l'installation au salon ou si vous lui demandez de le laisser dehors sur le bord de la porte).</p>","<div>Le pourboire est à votre discrétion. À vous de déterminer si vous désirez en laisser et selon l&#39;ampleur du service demandé (si vous demandez au livreur de monter le sapin au 5e étage, si vous désirez l&#39;installation au salon ou si vous lui demandez de le laisser dehors sur le bord de la porte).</div>",2025-06-29 22:30:39.561167
Ml8dUkC-RK-iOWr35Lpc-w,sav-sapin-endommage,Quoi faire si mon arbre est endommagé?,Quoi faire si mon arbre est endommagé?,"<p>Nous garantissons la fraîcheur et la qualité de nos arbres. Ils sont sélectionnés spécialement pour nos clients qui choisissent la livraison à domicile. </p><p>Par contre, ce sont des produits périssables et fragiles qui peuvent être endommagés par le transport. Bien que nous prenons les plus grandes précautions, il peut arriver que votre commande soit endommagée ou déficiente. </p><p>Si tel est le cas, nous remplacerons, rembourserons, créditerons partiellement ou complètement un arbre endommagé ou déficient selon la situation. Vous avez 1 semaine suite à la réception de votre arbre pour nous contacter via le <a href=""/pages/contact?question=jai-un-probleme-avec-mon-sapin"" title=""/pages/contact?question=jai-un-probleme-avec-mon-sapin"">formulaire de contact</a>. Nous vous reviendrons ensuite rapidement pour prendre un arrangement avec vous selon la condition de votre sapin. Assurez-vous de joindre à votre message des photos du sapin endommagé.</p>","<div>Nous garantissons la fraîcheur et la qualité de nos arbres. Ils sont sélectionnés spécialement pour nos clients qui choisissent la livraison à domicile.<br/>​</div><div><br/></div><div>Par contre, ce sont des produits périssables et fragiles qui peuvent être endommagés par le transport. Bien que nous prenons les plus grandes précautions, il peut arriver que votre commande soit endommagée ou déficiente.<br/>​</div><div><br/></div><div>Si tel est le cas, nous remplacerons, rembourserons, créditerons partiellement ou complètement un arbre endommagé ou déficient selon la situation. Vous avez 1 semaine suite à la réception de votre arbre pour nous contacter via le <a href=""https://www.bosapin.com/pages/contact?question=jai-un-probleme-avec-mon-sapin"" rel=""noopener noreferrer nofollow"" target=""_blank"">formulaire de contact</a>. Nous vous reviendrons ensuite rapidement pour prendre un arrangement avec vous selon la condition de votre sapin. Assurez-vous de joindre à votre message des photos du sapin endommagé.</div>",2025-06-29 22:30:39.561167
qUTvNMJ0S2iTKdcSf4M-sA,SAV-Sapin-aime-pas,Quoi faire si je n'aime pas mon sapin?,Quoi faire si je n'aime pas mon sapin?,"<p>Si vous avez reçu un sapin et que vous ne l’aimez pas, vous avez 1 semaine suite à la réception de votre arbre pour nous contacter via le <a href=""/pages/contact?question=jai-un-probleme-avec-mon-sapin"" target=""_blank"" title=""/pages/contact?question=jai-un-probleme-avec-mon-sapin"">formulaire de contact</a>. Nous vous reviendrons ensuite rapidement pour prendre un arrangement avec vous selon la condition de votre sapin. Assurez-vous de joindre à votre message des photos du sapin. Remarquez qu'il n'y aucun échange ni remboursement pour les sapins sauvageons et miniatures. </p>","<div>Si vous avez reçu un sapin et que vous ne l’aimez pas, vous avez 1 semaine suite à la réception de votre arbre pour nous contacter via le <a href=""https://www.bosapin.com/pages/contact?question=jai-un-probleme-avec-mon-sapin"" rel=""noopener noreferrer nofollow"" target=""_blank"">formulaire de contact</a>. Nous vous reviendrons ensuite rapidement pour prendre un arrangement avec vous selon la condition de votre sapin. Assurez-vous de joindre à votre message des photos du sapin. Remarquez qu&#39;il n&#39;y aucun échange ni remboursement pour les sapins sauvageons et miniatures.</div>",2025-06-29 22:30:39.561167
qHsJ7waJRmiEznJp1wpQrA,sav-item-manquant,Quoi faire s'il manque un item à ma livraison?,Quoi faire s'il manque un item à ma livraison?,"<p>Nous sommes désolés que vous n'ayez pas reçu tous les items commandés. Contactez-nous via le <a href=""/pages/contact?question=je-nai-pas-recu-tous-les-articles-que-jai-commande"" title=""/pages/contact?question=je-nai-pas-recu-tous-les-articles-que-jai-commande"">formulaire de contact</a> afin d'obtenir un remboursement ou une 2e livraison.</p>","<div>Nous sommes désolés que vous n&#39;ayez pas reçu tous les items commandés. Contactez-nous via le <a href=""https://www.bosapin.com/pages/contact?question=je-nai-pas-recu-tous-les-articles-que-jai-commande"" rel=""noopener noreferrer nofollow"" target=""_blank"">formulaire de contact</a> afin d&#39;obtenir un remboursement ou une 2e livraison.</div>",2025-06-29 22:30:39.561167
DVntkLteR_-f_IL7BcQUOw,sav-sapin-boit-pas,Quoi faire si mon sapin ne boit pas d'eau?,Quoi faire si mon sapin ne boit pas d'eau?,"<p>Un sapin est une plante vivante et chaque sapin est unique. Il se peut donc que votre sapin de cette année ne boive pas autant que celui de l'année passée. Remarquez aussi qu'il est normal que votre sapin boive plus d'eau dans la première semaine pour ensuite réduire énormément sa consommation.<br/><br/>Lors de la livraison, le soldat de bois coupe une tranche du tronc afin d'avoir une coupe fraiche avant que votre sapin soit mis dans son pied avec de l'eau. Si vous n'avez pas installé le sapin immédiatement après sa réception, vous devez refraire une coupe fraiche avant de l'installer dans le pied afin d'optimiser sa durée de vie. Nous ne pouvons pas garantir la quantité d'eau que l'arbre consommera puisque chaque sapin est différent et nous ne pouvons connaitre le traitement qu'a reçu le sapin après sa livraison.</p>","<div>Un sapin est une plante vivante et chaque sapin est unique. Il se peut donc que votre sapin de cette année ne boive pas autant que celui de l&#39;année passée. Remarquez aussi qu&#39;il est normal que votre sapin boive plus d&#39;eau dans la première semaine pour ensuite réduire énormément sa consommation.<br/>​</div><div><br/></div><div>Lors de la livraison, le soldat de bois coupe une tranche du tronc afin d&#39;avoir une coupe fraiche avant que votre sapin soit mis dans son pied avec de l&#39;eau. Si vous n&#39;avez pas installé le sapin immédiatement après sa réception, vous devez refraire une coupe fraiche avant de l&#39;installer dans le pied afin d&#39;optimiser sa durée de vie. Nous ne pouvons pas garantir la quantité d&#39;eau que l&#39;arbre consommera puisque chaque sapin est différent et nous ne pouvons connaitre le traitement qu&#39;a reçu le sapin après sa livraison.</div>",2025-06-29 22:30:39.561167
HQUFAU1XTaCyz4B8rVaIkw,SAV-epines,Quoi faire si mon sapin perd beaucoup d'épines?,Quoi faire si mon sapin perd beaucoup d'épines?,"<p>Lors du transport, les sapins perdent des épines. Si votre sapin se trouvait en bas de la pile, il peut avoir reçu beaucoup d'épines des sapins au-dessus de lui. Puisque les sapins ne sont pas déballés entre le champ et votre maison, l'accumulation de ces épines peut être impressionnante. Alors si votre sapin semble perdre énormément d'épines la première journée, ne vous étonnez pas, il y a de fortes chances que ce ne soit pas ses épines à lui! Secouez votre sapin un bon coup avant de le décorer, les épines qui ne sont pas accrochées tomberont et votre sapin restera beau pour la période des fêtes! </p>","<div>Lors du transport, les sapins perdent des épines. Si votre sapin se trouvait en bas de la pile, il peut avoir reçu beaucoup d&#39;épines des sapins au-dessus de lui. Puisque les sapins ne sont pas déballés entre le champ et votre maison, l&#39;accumulation de ces épines peut être impressionnante. Alors si votre sapin semble perdre énormément d&#39;épines la première journée, ne vous étonnez pas, il y a de fortes chances que ce ne soit pas ses épines à lui! Secouez votre sapin un bon coup avant de le décorer, les épines qui ne sont pas accrochées tomberont et votre sapin restera beau pour la période des fêtes!</div>",2025-06-29 22:30:39.561167
23_bLWdqSQOn2kKJ3xshqA,sav-sapin-sec,Quoi faire si mon sapin est sec?,Quoi faire si mon sapin est sec?,"<p>Les sapins sont des plantes vivantes et elles ne réagissent pas toutes de la même façon lors de la coupe et nous n’avons aucun contrôle là-dessus. Chaque année nous améliorons nos méthodes d’entreposage et de livraison afin de protéger au maximum nos arbres et vous offrir la meilleure expérience.<br/><br/>Est-ce que votre sapin est réellement sec? Il y a un petit test rapide pour vous permettre de le savoir : Pliez une petite branche. Si celle-ci casse, cela confirme que votre sapin est sec. Si vous avez reçu un sapin sec, vous avez 1 semaine suite à la réception de votre arbre pour nous contacter via le <a href=""/pages/contact?question=jai-un-probleme-avec-mon-sapin"" title=""/pages/contact?question=jai-un-probleme-avec-mon-sapin"">formulaire de contact</a>. Nous vous reviendrons ensuite rapidement pour prendre un arrangement avec vous. Assurez-vous de joindre à votre message des photos du sapin. Si vous avez reçu votre sapin il y a plus d'une semaine, nous ne pouvons vous garantir la fraîcheur puisque comme une fleur chez le fleuriste, si le sapin a été mal entretenu, il perdra rapidement de sa fraîcheur.</p>","<div>Les sapins sont des plantes vivantes et elles ne réagissent pas toutes de la même façon lors de la coupe et nous n’avons aucun contrôle là-dessus. Chaque année nous améliorons nos méthodes d’entreposage et de livraison afin de protéger au maximum nos arbres et vous offrir la meilleure expérience.<br/>​</div><div><br/></div><div>Est-ce que votre sapin est réellement sec? Il y a un petit test rapide pour vous permettre de le savoir : Pliez une petite branche. Si celle-ci casse, cela confirme que votre sapin est sec. Si vous avez reçu un sapin sec, vous avez 1 semaine suite à la réception de votre arbre pour nous contacter via le <a href=""https://www.bosapin.com/pages/contact?question=jai-un-probleme-avec-mon-sapin"" rel=""noopener noreferrer nofollow"" target=""_blank"">formulaire de contact</a>. Nous vous reviendrons ensuite rapidement pour prendre un arrangement avec vous. Assurez-vous de joindre à votre message des photos du sapin. Si vous avez reçu votre sapin il y a plus d&#39;une semaine, nous ne pouvons vous garantir la fraîcheur puisque comme une fleur chez le fleuriste, si le sapin a été mal entretenu, il perdra rapidement de sa fraîcheur.</div>",2025-06-29 22:30:39.561167
U8OWnwVmRvK_eAypAXfZWw,LDF-2,J'aimerais faire un levée de fond,J'aimerais faire un levée de fond,"<p>Avec la méthode “J’organise ma propre campagne”, vous ferez plus de profit par arbre vendu, mais vous aurez plus de travail à faire. Vous devrez vous occuper de comptabiliser les ventes et de nous fournir le décompte des arbres vendus afin que nous puissions effectuer une livraison unique à votre organisme, qui devra gérer la distribution des arbres.<br/><br/>Avec la méthode “Bôsapin supporte ma campagne”, vous n’avez qu’à promouvoir votre code promotionnel auprès de votre communauté et à inviter les gens à se rendre sur notre site web pour passer leur commande en utilisant votre code promo. Vous recevrez une ristourne de 20% sur tout achat avant taxes et livraison. </p>","<div>Avec la méthode “J’organise ma propre campagne”, vous ferez plus de profit par arbre vendu, mais vous aurez plus de travail à faire. Vous devrez vous occuper de comptabiliser les ventes et de nous fournir le décompte des arbres vendus afin que nous puissions effectuer une livraison unique à votre organisme, qui devra gérer la distribution des arbres.<br/>​</div><div><br/></div><div>Avec la méthode “Bôsapin supporte ma campagne”, vous n’avez qu’à promouvoir votre code promotionnel auprès de votre communauté et à inviter les gens à se rendre sur notre site web pour passer leur commande en utilisant votre code promo. Vous recevrez une ristourne de 20% sur tout achat avant taxes et livraison.</div>",2025-06-29 22:30:39.561167
Qv4nLtCRQyGjcqv1QC71Nw,LDF-3,"Y'a-il un minimum de ventes qui doit être atteint pour la formule ""Bôsapin s'occupe de ma campagne?","Y'a-il un minimum de ventes qui doit être atteint pour la formule ""Bôsapin s'occupe de ma campagne?""","<p>Il n’y a pas de minimum de vente, mais nous ne remboursons pas de ristourne si cette dernière est de moins de 40$. (Alors il doit y avoir un minimum de 4 commandes environ 😉)</p>","<div>Il n’y a pas de minimum de vente, mais nous ne remboursons pas de ristourne si cette dernière est de moins de 40$. (Alors il doit y avoir un minimum de 4 commandes environ)</div>",2025-06-29 22:30:39.561167
ACXonfCySUe-4PrIiiVCug,LDF-4,"Y'a-il un minimum de ventes qui doit être atteint pour la formule pour ""J'organise ma propre campagne""?","Y'a-il un minimum de ventes qui doit être atteint pour la formule pour ""J'organise ma propre campagne""?",<p>Des frais de livraison de 75$ vous seront facturés si nous devons effectuer une livraison de moins de 15 sapins. </p>,<div>Des frais de livraison de 75$ vous seront facturés si nous devons effectuer une livraison de moins de 15 sapins.</div>,2025-06-29 22:30:39.561167
q3l-80pKTM-1EwxEM4_DCQ,LDF-5,"Dans le cadre d'une campagne de financement, est-ce les mêmes zones de livraison et le même service?","Dans le cadre d'une campagne de financement, est-ce les mêmes zones de livraison et le même service?","<p>Oui ! Nos soldats de bois se rendent dans les mêmes zones de livraison pour les commandes réalisées dans le cadre d'une campagne de financement. Pour connaître les zones desservies, consultez la <a href=""/pages/zones-desservies"" title=""/pages/zones-desservies"">carte ici</a> ou utilisez notre validateur de codes postaux.</p>","<div>Oui ! Nos soldats de bois se rendent dans les mêmes zones de livraison pour les commandes réalisées dans le cadre d&#39;une campagne de financement. Pour connaître les zones desservies, <a href=""https://www.bosapin.com/pages/zones-desservies"" rel=""noopener noreferrer nofollow"" target=""_blank"">consultez la carte</a> ou utilisez notre validateur de codes postaux.</div>",2025-06-29 22:30:39.561167
YDwIbXcXSweXGF2EjWRc_A,CLI-1,Comment procéder pour créer un compte client?,Comment procéder pour créer un compte client?,"<p>Remplissez le <a href=""/account/register"" title=""Formulaire de création de compte"">formulaire d'inscription</a>. Nous vous enverrons un courriel pour vous permettre de confirmer votre inscription.</p>","<div>Remplissez le <a href=""https://www.bosapin.com/account/register"" rel=""noopener noreferrer nofollow"" target=""_blank"">formulaire d&#39;inscription</a>. Nous vous enverrons un courriel pour vous permettre de confirmer votre inscription.</div>",2025-06-29 22:30:39.561167
RTwPnRwjTk2dYFsjG_ufcw,CLI-2,Quels sont les avantages d'avoir un compte client?,Quels sont les avantages d'avoir un compte client?,<p>Le compte client vous donne accès à l’historique et à la gestion de vos commandes. Il vous permet également de passer plus rapidement à la caisse en ayant vos informations pré-remplies. </p>,<div>Le compte client vous donne accès à l’historique et à la gestion de vos commandes. Il vous permet également de passer plus rapidement à la caisse en ayant vos informations pré-remplies.</div>,2025-06-29 22:30:39.561167
72Xx1LLTQMKG_YxLbQbvRw,cli-3,Comment modifier les informations de mon compte client?,Comment modifier les informations de mon compte client?,<p>Connectez-vous à votre compte et accéder à la section Informations de votre compte client. Vous pourrez mettre à jour vos informations de contact et de paiement. </p>,<div>Connectez-vous à votre compte et accéder à la section Informations de votre compte client. Vous pourrez mettre à jour vos informations de contact et de paiement.</div>,2025-06-29 22:30:39.561167
iACPILnaTTSIG2vmwnXLKQ,cli-4,Puis-je changer le courriel pour mon abonnement à l'infolettre?,Puis-je changer le courriel pour mon abonnement à l'infolettre?,"<p>Si vous possédez un compte client, rendez-vous dans votre compte dans la section Informations pour modifier l'adresse e-mail de votre compte. Si vous ne possédez pas de compte client, désabonnez-vous de notre infolettre en cliquant sur le lien Se désabonner en bas d'un email reçu précédemment et réabonner vous avec votre nouveau courriel.</p>","<div>Si vous possédez un compte client, rendez-vous dans votre compte dans la section Informations pour modifier l&#39;adresse e-mail de votre compte. Si vous ne possédez pas de compte client, désabonnez-vous de notre infolettre en cliquant sur le lien Se désabonner en bas d&#39;un email reçu précédemment et réabonner vous avec votre nouveau courriel.</div>",2025-06-29 22:30:39.561167
